,song_name,song_id,artist_name,artist_id,alb_name,alb_id,song_likes,debut_date,artist_type,artist_gender,artist_nationality
390,Number 1,1936243.0,BIGBANG (빅뱅),198094.0,Number 1,398679.0,8716,2006,그룹,남성,대한민국
391,날개 (대성 SOLO),3715677.0,BIGBANG (빅뱅),198094.0,빅뱅 미니앨범 5집 'ALIVE',2084128.0,21323,2006,그룹,남성,대한민국
392,LOVE DIVE,34847378.0,IVE (아이브),3055146.0,LOVE DIVE,10909179.0,177104,2020,그룹,여성,대한민국
393,ELEVEN,34349913.0,IVE (아이브),3055146.0,ELEVEN,10798794.0,144683,2020,그룹,여성,대한민국
394,마리아 (Maria),32725013.0,화사 (Hwa Sa),756531.0,María,10452351.0,161954,2010,솔로,여성,대한민국
395,멍청이(twit),31608765.0,화사 (Hwa Sa),756531.0,멍청이(twit),10250874.0,131991,2010,솔로,여성,대한민국
396,거리에서,1467722.0,성시경,3305.0,The Ballads,328396.0,130637,2001,솔로,남성,대한민국
397,한번 더 이별,1746411.0,성시경,3305.0,한번 더 이별,359267.0,44652,2001,솔로,남성,대한민국
398,크리스마스니까,3973781.0,성시경,3305.0,Jelly Christmas 2012 HEART PROJECT,2168409.0,170168,2001,솔로,남성,대한민국
399,너의 모든 순간,4446485.0,성시경,3305.0,별에서 온 그대 OST Part.7,2232505.0,225135,2001,솔로,남성,대한민국
400,잘 지내나요,827216.0,성시경,3305.0,다시 꿈꾸고 싶다,301311.0,14462,2001,솔로,남성,대한민국
401,한숨만,884783.0,이정(J.Lee),39256.0,한숨만,305084.0,10337,2003,솔로,남성,대한민국
402,열 (Feat. Tablo),1147109.0,이정(J.Lee),39256.0,Rebirth Of Regent,316771.0,2446,2003,솔로,남성,대한민국
403,사랑이 서럽다,3764815.0,이정(J.Lee),39256.0,MBC 뮤직 '그 여자 작사 그 남자 작곡' Part.2 준호-김소은,2107991.0,6926,2003,솔로,남성,대한민국
404,그댈 위한 사랑,1368869.0,이정(J.Lee),39256.0,천국보다 낯선 OST,324839.0,8937,2003,솔로,남성,대한민국
405,울지마 괜찮아,1147110.0,이정(J.Lee),39256.0,Rebirth Of Regent,316771.0,594,2003,솔로,남성,대한민국
406,둘이서 (CF - 빙그레 '바나나맛 우유'),631232.0,채연,41894.0,Virginalness Bloom,44462.0,8218,2003.08.28,솔로,여성,대한민국
407,My Love,1604265.0,채연,41894.0,My Love,348284.0,1018,2003.08.28,솔로,여성,대한민국
408,세번째 사랑 (Video Ver.),1111240.0,채연,41894.0,세번째 사랑 (Single),314045.0,90,2003.08.28,솔로,여성,대한민국
409,나 이젠 (Duet 진성 Of 먼데이키즈),1646085.0,최현준 (V.O.S),225993.0,NA2ZEN (나이젠),352147.0,10265,2007.06.07,솔로,남성,대한민국
410,Oasis (Feat. ZICO),5771304.0,Crush,674710.0,Oasis,2327886.0,157258,2012,솔로,남성,대한민국
411,Beautiful,30157753.0,Crush,674710.0,도깨비 OST Part 4,10024106.0,231269,2012,솔로,남성,대한민국
412,아마도 그건,7912749.0,Crush,674710.0,투유 프로젝트 - 슈가맨 Part.3,2648529.0,94524,2012,솔로,남성,대한민국
413,놓아줘 (with 태연),32999763.0,Crush,674710.0,with HER,10505425.0,59843,2012,솔로,남성,대한민국
414,어땠을까,7998349.0,김나영,735094.0,어땠을까,2659671.0,76933,2014,솔로,여성,대한민국
415,솔직하게 말해서 나,31854442.0,김나영,735094.0,솔직하게 말해서 나,10294763.0,144748,2014,솔로,여성,대한민국
416,다른 누구 말고 너야,32698885.0,김나영,735094.0,다른 누구 말고 너야,10447689.0,20177,2014,솔로,여성,대한민국
417,너의 번호를 누르고,34875798.0,김나영,735094.0,너의 번호를 누르고,10916997.0,17988,2014,솔로,여성,대한민국
418,니 소식,31788850.0,송하예,722098.0,니 소식,10283614.0,195507,2014.08.08,솔로,여성,대한민국
419,행복해,32996210.0,송하예,722098.0,Happy,10504759.0,35391,2014.08.08,솔로,여성,대한민국
420,비밀번호 486,1592995.0,윤하 (YOUNHA),203912.0,고백하기 좋은 날,347264.0,63058,2000,솔로,여성,대한민국
421,비가 내리는 날에는,31899300.0,윤하 (YOUNHA),203912.0,STABLE MINDSET,10302609.0,91887,2000,솔로,여성,대한민국
422,혜성,1754584.0,윤하 (YOUNHA),203912.0,혜성,359890.0,38729,2000,솔로,여성,대한민국
423,연애조건 (Remix),1657564.0,윤하 (YOUNHA),203912.0,고백하기 좋은날 (Special Edition),353038.0,2803,2000,솔로,여성,대한민국
424,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),33269643.0,윤하 (YOUNHA),203912.0,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),10561244.0,55042,2000,솔로,여성,대한민국
425,그 남자 그 여자 (Feat. 장혜진),1114175.0,바이브,160080.0,Re - Feel,314287.0,55589,2002,그룹,남성,대한민국
426,가을 타나 봐,31314144.0,바이브,160080.0,가을 타나 봐,10205439.0,165370,2002,그룹,남성,대한민국
427,한숨만,1114174.0,바이브,160080.0,Re - Feel,314287.0,12382,2002,그룹,남성,대한민국
428,술이야,1114180.0,바이브,160080.0,Re - Feel,314287.0,46575,2002,그룹,남성,대한민국
429,인사,31914848.0,멜로망스,839732.0,인사,10305070.0,86822,2015.03.10,그룹,남성,대한민국
430,You,30849733.0,멜로망스,839732.0,투유 프로젝트 - 슈가맨2 Part.2,10131018.0,178998,2015.03.10,그룹,남성,대한민국
431,사랑인가 봐,34657844.0,멜로망스,839732.0,사랑인가 봐 (사내맞선 OST 스페셜 트랙),10871162.0,150377,2015.03.10,그룹,남성,대한민국
432,선물,30514366.0,멜로망스,839732.0,Moonlight,10078176.0,335272,2015.03.10,그룹,남성,대한민국
433,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),34326186.0,멜로망스,839732.0,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),10792490.0,36484,2015.03.10,그룹,남성,대한민국
434,고백,33868791.0,멜로망스,839732.0,세 번째 '고백',10695590.0,87957,2015.03.10,그룹,남성,대한민국
435,짙어져,30667988.0,멜로망스,839732.0,Yellow OST Part.2,10101927.0,93950,2015.03.10,그룹,남성,대한민국
436,초대,35014621.0,멜로망스,839732.0,초대,10940426.0,20200,2015.03.10,그룹,남성,대한민국
437,사랑안해,1135163.0,백지영,1118.0,Smile Again,315848.0,25053,1999,솔로,여성,대한민국
438,총맞은것처럼,1958819.0,백지영,1118.0,Sensibility,412157.0,41125,1999,솔로,여성,대한민국
439,사랑 하나면 돼,1716430.0,백지영,1118.0,여섯번째 기적,356881.0,10333,1999,솔로,여성,대한민국
440,오늘도 사랑해,3486450.0,백지영,1118.0,공주의 남자 OST Part.1,1338452.0,15413,1999,솔로,여성,대한민국
441,거짓말이라도 해서 널 보고싶어,32777869.0,백지영,1118.0,거짓말이라도 해서 널 보고싶어,10460544.0,77828,1999,솔로,여성,대한민국
442,한참 지나서,3744700.0,백지영,1118.0,옥탑방 왕세자 OST Part.1,2097789.0,19426,1999,솔로,여성,대한민국
443,나쁜 사람,1476571.0,백지영,1118.0,황진이 OST,329169.0,11479,1999,솔로,여성,대한민국
444,눈물이 많은 이유,1716431.0,백지영,1118.0,여섯번째 기적,356881.0,2127,1999,솔로,여성,대한민국
445,아이캔't 드링크,3441135.0,백지영,1118.0,최고의 사랑 OST,1306662.0,3273,1999,솔로,여성,대한민국
446,보통,3403255.0,백지영,1118.0,Pitta,1277353.0,9905,1999,솔로,여성,대한민국
447,새벽 가로수길 (With 송유빈),5637019.0,백지영,1118.0,새벽 가로수길,2310395.0,61106,1999,솔로,여성,대한민국
448,겨울일기,642420.0,장나라,10575.0,나의 이야기,45305.0,5692,2001,솔로,여성,대한민국
449,연인 (Duet. 신혜성),642426.0,장나라,10575.0,나의 이야기,45305.0,554,2001,솔로,여성,대한민국
450,사랑하기 좋은 날,642427.0,장나라,10575.0,나의 이야기,45305.0,9923,2001,솔로,여성,대한민국
451,달팽이,642419.0,장나라,10575.0,나의 이야기,45305.0,296,2001,솔로,여성,대한민국
452,사랑 부르기 (Acoustic Ver.),1575057.0,장나라,10575.0,She,345353.0,467,2001,솔로,여성,대한민국
453,I Love School,642421.0,장나라,10575.0,나의 이야기,45305.0,1230,2001,솔로,여성,대한민국
454,Always (Original Ver.),642422.0,장나라,10575.0,나의 이야기,45305.0,133,2001,솔로,여성,대한민국
455,혹시라도,642424.0,장나라,10575.0,나의 이야기,45305.0,251,2001,솔로,여성,대한민국
456,이젠 괜찮아요,642423.0,장나라,10575.0,나의 이야기,45305.0,149,2001,솔로,여성,대한민국
457,겨울일기 (Bossa Nova Ver.),642428.0,장나라,10575.0,나의 이야기,45305.0,203,2001,솔로,여성,대한민국
458,잠이 오질 않네요,33013877.0,장범준,648551.0,잠이 오질 않네요,10508266.0,159333,2010,솔로,남성,대한민국
459,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,32003395.0,장범준,648551.0,멜로가 체질 OST Part 3,10320500.0,305203,2010,솔로,남성,대한민국
460,노래방에서,31684636.0,장범준,648551.0,장범준 3집,10264375.0,200490,2010,솔로,남성,대한민국
461,당신과는 천천히,31684634.0,장범준,648551.0,장범준 3집,10264375.0,119839,2010,솔로,남성,대한민국
462,Summer Hate (Feat. 비),32734372.0,지코 (ZICO),602056.0,RANDOM BOX,10453701.0,114274,2010,솔로,남성,대한민국
463,유레카 (Feat. Zion.T),7965449.0,지코 (ZICO),602056.0,GALLERY,2655015.0,98564,2010,솔로,남성,대한민국
464,Boys And Girls (Feat. Babylon),7911687.0,지코 (ZICO),602056.0,Boys and Girls,2648403.0,165584,2010,솔로,남성,대한민국
465,She's a Baby,30355842.0,지코 (ZICO),602056.0,She's a Baby,10053651.0,81121,2010,솔로,남성,대한민국
466,아무노래,32313543.0,지코 (ZICO),602056.0,아무노래,10375118.0,267503,2010,솔로,남성,대한민국
467,아프다,5731941.0,지코 (ZICO),602056.0,가면 OST Part.2,2323162.0,79250,2010,솔로,남성,대한민국
468,"말해 Yes Or No (Feat. PENOMECO, The Quiett)",7888412.0,지코 (ZICO),602056.0,말해 Yes Or No,2645320.0,59455,2010,솔로,남성,대한민국
469,오만과 편견 (Feat. 수란),7965450.0,지코 (ZICO),602056.0,GALLERY,2655015.0,48715,2010,솔로,남성,대한민국
470,VENI VIDI VICI (Feat. DJ Wegun),7965448.0,지코 (ZICO),602056.0,GALLERY,2655015.0,45014,2010,솔로,남성,대한민국
471,날 (Feat. JTONG),7911686.0,지코 (ZICO),602056.0,Boys and Girls,2648403.0,50654,2010,솔로,남성,대한민국
472,널 사랑하겠어,3681993.0,효린,573812.0,사랑을 보다 2 OST,2067506.0,34228,2010,솔로,여성,대한민국
473,BLUE MOON (Prod. GroovyRoom),30367365.0,효린,573812.0,BLUE MOON,10055259.0,188264,2010,솔로,여성,대한민국
474,Love Line,7977442.0,효린,573812.0,Love Line,2656730.0,13441,2010,솔로,여성,대한민국
475,SOLO,31417871.0,제니 (JENNIE),995173.0,SOLO,10221424.0,214612,2010,솔로,여성,대한민국
476,All I Want for Christmas Is You,14776.0,Mariah Carey,2274.0,Merry Christmas (Deluxe Anniversary Edition),829.0,202361,1990,솔로,여성,미국
477,이여름  Summer,882495.0,쿨 (COOL),100004.0,Forever,304909.0,17250,1994,그룹,혼성,대한민국
478,혼자인걸요,882500.0,쿨 (COOL),100004.0,Forever,304909.0,254,1994,그룹,혼성,대한민국
479,Good bye,882501.0,쿨 (COOL),100004.0,Forever,304909.0,205,1994,그룹,혼성,대한민국
480,고백합시다,882496.0,쿨 (COOL),100004.0,Forever,304909.0,171,1994,그룹,혼성,대한민국
481,Sexy Summer lady,882497.0,쿨 (COOL),100004.0,Forever,304909.0,93,1994,그룹,혼성,대한민국
482,눈물로 (Duet 이정),1648996.0,제이,1203.0,눈물로,352423.0,17667,1998,솔로,여성,미국
483,사랑한다 말했잖아,1173852.0,제이,1203.0,사랑한다 말했잖아,316941.0,480,1998,솔로,여성,미국
484,가슴에 누가 살아요,623904.0,제이,1203.0,미안하다 사랑한다 OST,43841.0,2341,1998,솔로,여성,미국
485,맞지?,30408193.0,언니쓰,990909.0,언니들의 슬램덩크 시즌 2,10061398.0,98909,2010,그룹,여성,대한민국
486,When We Disco (Duet with 선미),32853712.0,박진영,1130.0,When We Disco,10475061.0,81600,1994,솔로,남성,대한민국
487,Falling,3689033.0,박진영,1130.0,드림하이2 OST Part.1,2071806.0,2112,1994,솔로,남성,대한민국
488,어머님이 누구니 (Feat. 제시),5658708.0,박진영,1130.0,24/34,2313436.0,57907,1994,솔로,남성,대한민국
489,나를 사랑했던 사람아,3758104.0,허각,28801.0,LACRIMOSO,2105027.0,113172,2010,솔로,남성,대한민국
490,고백 (바른연애 길잡이 X 허각),33260801.0,허각,28801.0,고백 (바른연애 길잡이 X 허각),10559322.0,44876,2010,솔로,남성,대한민국
491,흔한 이별,31453551.0,허각,28801.0,흔한 이별,10226943.0,81973,2010,솔로,남성,대한민국
492,그 노래를 틀때마다,3639713.0,허각,28801.0,그 노래를 틀때마다,2046966.0,17586,2010,솔로,남성,대한민국
493,나를 잊지 말아요,3424854.0,허각,28801.0,최고의 사랑 OST Part.5,1294080.0,29808,2010,솔로,남성,대한민국
494,죽고 싶단 말 밖에,3602154.0,허각,28801.0,죽고 싶단 말 밖에,2031086.0,25279,2010,솔로,남성,대한민국
495,동네술집,5704765.0,허각,28801.0,동네술집,2319548.0,37686,2010,솔로,남성,대한민국
496,사월의 눈,5629186.0,허각,28801.0,사월의 눈,2309363.0,100741,2010,솔로,남성,대한민국
497,우린 어쩌다 헤어진 걸까,33164083.0,허각,28801.0,Hello,10539679.0,46634,2010,솔로,남성,대한민국
498,Hello,3549031.0,허각,28801.0,LIKE 1st MINI ALBUM 'First Story',2012587.0,106640,2010,솔로,남성,대한민국
499,바보야,30753213.0,허각,28801.0,바보야,10114851.0,73231,2010,솔로,남성,대한민국
500,달라달라,31606729.0,ITZY (있지),2622030.0,IT'z Different,10250473.0,167283,2019.02.12,그룹,여성,대한민국
501,Not Shy,32860419.0,ITZY (있지),2622030.0,Not Shy,10476630.0,72746,2019.02.12,그룹,여성,대한민국
502,WANNABE,32445339.0,ITZY (있지),2622030.0,IT'z ME,10400522.0,115419,2019.02.12,그룹,여성,대한민국
503,Girls On Top,864433.0,보아 (BoA),2165.0,Girls On Top,304317.0,17502,2000.08.25,솔로,여성,대한민국
504,Moto,864431.0,보아 (BoA),2165.0,Girls On Top,304317.0,5670,2000.08.25,솔로,여성,대한민국
505,Eat You Up,1941712.0,보아 (BoA),2165.0,Eat You Up,399181.0,11718,2000.08.25,솔로,여성,대한민국
506,Sunshine,1493053.0,보아 (BoA),2165.0,사랑따윈 필요없어 OST,331728.0,596,2000.08.25,솔로,여성,대한민국
507,애상,3666573.0,10CM,468244.0,윤일상 작곡가 21주년 기념 앨범 I'm 21,2059186.0,86087,2010,솔로,남성,대한민국
508,그러나,31652857.0,10CM,468244.0,4.3,10258451.0,78558,2010,솔로,남성,대한민국
509,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),33229299.0,10CM,468244.0,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10552055.0,89545,2010,솔로,남성,대한민국
510,사랑은 은하수 다방에서,3136472.0,10CM,468244.0,1.0,1166956.0,88199,2010,솔로,남성,대한민국
511,아메리카노,2793050.0,10CM,468244.0,아메리카노,988352.0,19344,2010,솔로,남성,대한민국
512,봄이 좋냐??,8124417.0,10CM,468244.0,3.2,2676884.0,181834,2010,솔로,남성,대한민국
513,서랍,34373632.0,10CM,468244.0,그 해 우리는 OST Part.1,10804190.0,67062,2010,솔로,남성,대한민국
514,Tight,32944335.0,10CM,468244.0,4.5,10494235.0,26443,2010,솔로,남성,대한민국
515,잊어야 한다는 마음으로,3492980.0,10CM,468244.0,'명불허전' 김광석 다시듣기,1343255.0,10929,2010,솔로,남성,대한민국
516,오아시스 (Feat. 이재훈),1656034.0,브라운아이드걸스,181694.0,내가 여름이다.,352905.0,18429,2006,그룹,여성,대한민국
517,My Style (Hidden Track),1945868.0,브라운아이드걸스,181694.0,My Style (Hidden Track),400252.0,21219,2006,그룹,여성,대한민국
518,다가와서,1115206.0,브라운아이드걸스,181694.0,Your Story,314376.0,20681,2006,그룹,여성,대한민국
519,어쩌다,1927248.0,브라운아이드걸스,181694.0,My style,397434.0,33505,2006,그룹,여성,대한민국
520,너에게 속았다,1727626.0,브라운아이드걸스,181694.0,떠나라 미스김,357603.0,2151,2006,그룹,여성,대한민국
521,You,1926582.0,브라운아이드걸스,181694.0,My style,397434.0,6904,2006,그룹,여성,대한민국
522,Second,1370962.0,브라운아이드걸스,181694.0,Your Story (스페셜 리페키지 앨범),325239.0,1376,2006,그룹,여성,대한민국
523,사랑에 연습이 있었다면 (Prod. 2soo),31324607.0,임재현,2087273.0,사랑에 연습이 있었다면,10207131.0,218415,2010,솔로,남성,대한민국
524,다음생이 있다면 당신을 만나서 다시 사랑할래요,34225244.0,임재현,2087273.0,다음생이 있다면 당신을 만나서 다시 사랑할래요,10767316.0,22587,2010,솔로,남성,대한민국
525,조금 취했어 (Prod. 2soo),32059630.0,임재현,2087273.0,조금 취했어,10331499.0,120946,2010,솔로,남성,대한민국
526,오늘 취하면 (Feat. 창모) (Prod. SUGA),30390068.0,SURAN (수란),792765.0,WINE,10058598.0,232421,2014.12.17,솔로,여성,대한민국
527,사랑은 이별을 데리고 오다 (New Ver.),1491337.0,손호영(SHY),1580.0,손호영 1집 Yes,326071.0,887,2006,솔로,남성,미국
528,운다,1417550.0,손호영(SHY),1580.0,손호영 1집 Yes,326071.0,1410,2006,솔로,남성,미국
529,하늘에 내 마음이,1675904.0,손호영(SHY),1580.0,Sweet Love,354473.0,1260,2006,솔로,남성,미국
530,사랑은 이별을 데리고 오다,1417549.0,손호영(SHY),1580.0,손호영 1집 Yes,326071.0,1323,2006,솔로,남성,미국
531,너를 만나,31388145.0,폴킴,752425.0,너를 만나,10217134.0,306907,2010,솔로,남성,
532,초록빛,31565593.0,폴킴,752425.0,초록빛,10243480.0,143811,2010,솔로,남성,
533,"모든 날, 모든 순간 (Every day, Every Moment)",30962526.0,폴킴,752425.0,'키스 먼저 할까요?' OST Part.3,10149492.0,399630,2010,솔로,남성,
534,헤어질 걸 알아,31921949.0,폴킴,752425.0,헤어질 걸 알아,10306334.0,31860,2010,솔로,남성,
535,비,8235260.0,폴킴,752425.0,비,2692501.0,294360,2010,솔로,남성,
536,안녕,31984204.0,폴킴,752425.0,호텔 델루나 OST Part.10,10317137.0,205292,2010,솔로,남성,
537,사랑 알 수 없나봐,31496140.0,폴킴,752425.0,WHY : 당신이 연인에게 차인 진짜 이유 OST - Part.3,10233344.0,41955,2010,솔로,남성,
538,사랑하는 당신께,33313675.0,폴킴,752425.0,사랑하는 당신께,10569813.0,35785,2010,솔로,남성,
539,우리 만남이,32550314.0,폴킴,752425.0,"정규 2집 '마음, 둘'",10421264.0,65803,2010,솔로,남성,
540,너도 아는,33016550.0,폴킴,752425.0,너도 아는,10508892.0,55072,2010,솔로,남성,
541,어제처럼,34701996.0,폴킴,752425.0,어제처럼,10880605.0,39933,2010,솔로,남성,
542,사랑아 가지마,1130736.0,임정희,150529.0,Thanks,315490.0,8354,2000,솔로,여성,
543,사랑에 미치면 (Feat. 아웃캐스트 빅보이 & J.Y.Park 'The Asiansoul'),1742529.0,임정희,150529.0,Before I Go J-Lim,358949.0,4830,2000,솔로,여성,
544,"Music Is My Life (삼성전자 옙 CF 임정희, 재희편)",848677.0,임정희,150529.0,Music Is My Life,303271.0,4560,2000,솔로,여성,
545,Golden Lady (Feat. 현아 Of 4Minute),3391560.0,임정희,150529.0,Golden Lady,1267966.0,20706,2000,솔로,여성,
546,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",33115807.0,릴보이 (lIlBOI),623251.0,쇼미더머니 9 Episode 3,10529161.0,123750,2010,솔로,남성,대한민국
547,"CREDIT (Feat. 염따, 기리보이, Zion.T)",33150997.0,릴보이 (lIlBOI),623251.0,쇼미더머니 9 Final,10536658.0,77591,2010,솔로,남성,대한민국
548,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",33150993.0,릴보이 (lIlBOI),623251.0,쇼미더머니 9 Final,10536658.0,49503,2010,솔로,남성,대한민국
549,Freak (Prod. Slom),33077591.0,릴보이 (lIlBOI),623251.0,쇼미더머니 9 Episode 1,10521601.0,73585,2010,솔로,남성,대한민국
550,매일매일,1727552.0,V.O.S,108794.0,꽃이 웃는다,357598.0,8348,2004.04.12,그룹,남성,대한민국
551,미친 것처럼,35126568.0,V.O.S,108794.0,아픔을 말하는,10954134.0,22729,2004.04.12,그룹,남성,대한민국
552,부디..,1727554.0,V.O.S,108794.0,꽃이 웃는다,357598.0,3564,2004.04.12,그룹,남성,대한민국
553,내가 제일 잘 나가,3452769.0,2NE1,406712.0,내가 제일 잘 나가 (Digital Single),1315551.0,37861,2009,그룹,여성,대한민국
554,Hate You,3488750.0,2NE1,406712.0,2NE1 2nd Mini Album,1356152.0,11232,2009,그룹,여성,대한민국
555,Lonely,3397797.0,2NE1,406712.0,Lonely,1273259.0,18808,2009,그룹,여성,대한민국
556,빙고,623157.0,코요태,100022.0,Rainbow 7집,43648.0,2827,1998,그룹,혼성,대한민국
557,사랑공식,1748331.0,코요태,100022.0,Koyote Dance Best And 9.5,359413.0,5655,1998,그룹,혼성,대한민국
558,상상 (영화 '청춘만화' 삽입곡),1136334.0,코요태,100022.0,The Koyote In Ballade Special,315928.0,416,1998,그룹,혼성,대한민국
559,I Love Rock & Roll,1423302.0,코요태,100022.0,London Koyote,327342.0,4886,1998,그룹,혼성,대한민국
560,했던 말 또 하고,3662530.0,코요태,100022.0,했던 말 또 하고,2057207.0,1671,1998,그룹,혼성,대한민국
561,사랑해요,623156.0,코요태,100022.0,Rainbow 7집,43648.0,233,1998,그룹,혼성,대한민국
562,Lover,623153.0,코요태,100022.0,Rainbow 7집,43648.0,154,1998,그룹,혼성,대한민국
563,하얀동화,623155.0,코요태,100022.0,Rainbow 7집,43648.0,647,1998,그룹,혼성,대한민국
564,Pretty Girl,1984049.0,카라,222128.0,Pretty Girl (2nd Mini Album),432151.0,20971,2007.03.29,그룹,여성,대한민국
565,맘에 들면 (If U Wanna),1610055.0,카라,222128.0,Blooming,348747.0,8480,2007.03.29,그룹,여성,대한민국
566,Break It,1610054.0,카라,222128.0,Blooming,348747.0,4884,2007.03.29,그룹,여성,대한민국
567,또 하루 (Feat. 개코),7999021.0,개리,1732.0,또 하루,2659810.0,89872,2014,솔로,남성,대한민국
568,바람이나 좀 쐐 (Feat. 우혜미),7858908.0,개리,1732.0,2002,2640915.0,123871,2014,솔로,남성,대한민국
569,정이라고 하자 (Feat. 10CM),34927767.0,BIG Naughty (서동현),2744750.0,정이라고 하자,10925762.0,164675,2010,솔로,남성,대한민국
570,Santa Tell Me,5475060.0,Ariana Grande,597451.0,Santa Tell Me,2292117.0,215640,2011,솔로,여성,미국
571,Last Christmas,4365842.0,Ariana Grande,597451.0,Christmas Kisses,2222050.0,43623,2011,솔로,여성,미국
572,"thank u, next",31402611.0,Ariana Grande,597451.0,"thank u, next",10219179.0,169737,2011,솔로,여성,미국
573,7 rings,31567235.0,Ariana Grande,597451.0,7 rings,10243766.0,130007,2011,솔로,여성,미국
574,Stuck with U,32584913.0,Ariana Grande,597451.0,Stuck with U,10428037.0,126883,2011,솔로,여성,미국
575,심쿵해 (Heart Attack),5748406.0,AOA,686920.0,Heart Attack,2325321.0,92584,2012,그룹,여성,대한민국
576,아로하,32491274.0,조정석,253606.0,슬기로운 의사생활 OST Part 3,10409054.0,236936,2000,솔로,남성,대한민국
577,좋아좋아,33691794.0,조정석,253606.0,슬기로운 의사생활 시즌2 OST Part 5,10653694.0,86241,2000,솔로,남성,대한민국
578,그녀가 울고있네요,1484802.0,가비엔제이,174997.0,The Very Surprise,330574.0,7479,2005.11.11,그룹,여성,대한민국
579,연애소설,2012251.0,가비엔제이,174997.0,연애소설,458352.0,25429,2005.11.11,그룹,여성,대한민국
580,Happiness,985472.0,가비엔제이,174997.0,The Very First,309078.0,9553,2005.11.11,그룹,여성,대한민국
581,눈사람,1075411.0,가비엔제이,174997.0,눈사람*Snow Man (Single),311864.0,4443,2005.11.11,그룹,여성,대한민국
582,착한 사랑,1984776.0,가비엔제이,174997.0,A Final Reminder,432853.0,364,2005.11.11,그룹,여성,대한민국
583,그래도 살아가겠지,985474.0,가비엔제이,174997.0,The Very First,309078.0,12227,2005.11.11,그룹,여성,대한민국
584,사랑시,1484803.0,가비엔제이,174997.0,The Very Surprise,330574.0,200,2005.11.11,그룹,여성,대한민국
585,여자사람친구,5773993.0,가비엔제이,174997.0,여자사람친구,2328661.0,3101,2005.11.11,그룹,여성,대한민국
586,신용재,31406357.0,하은 (포맨),2297933.0,신용재,10219644.0,135770,2010,솔로,남성,대한민국
587,비오는 날 뭐해,31920854.0,하은 (포맨),2297933.0,비오는 날 뭐해,10306224.0,56401,2010,솔로,남성,대한민국
588,Volume Up,3764899.0,4minute,417985.0,Volume Up,2108004.0,23316,2009,그룹,여성,대한민국
589,헤어지자고 (MBC 슬픈연가 삽입곡),622912.0,윤건,14801.0,Now Is.. 2집,43532.0,2623,2003,솔로,남성,대한민국
590,너도 그냥 날 놓아주면 돼,31455159.0,윤건,14801.0,너도 그냥 날 놓아주면 돼,10227145.0,132436,2003,솔로,남성,대한민국
591,사랑으로 빚진 날들,1620517.0,윤건,14801.0,My Romantic Occasion,349642.0,725,2003,솔로,남성,대한민국
592,난 아직 모르잖아요,1622152.0,윤건,14801.0,옛사랑 2,349911.0,408,2003,솔로,남성,대한민국
593,거기서거기 (Without You),3665143.0,다이나믹 듀오,108358.0,Dynamicduo 6th Digilog 2/2,2058415.0,61641,2004,그룹,남성,대한민국
594,출첵 (Feat. 나얼 For Brown Eyed Soul),1645856.0,다이나믹 듀오,108358.0,Enlightened,352134.0,23051,2004,그룹,남성,대한민국
595,Gone (Feat. 주희 Of 에이트),1956876.0,다이나믹 듀오,108358.0,Newways Always (Gone) (Digital Single),410355.0,21527,2004,그룹,남성,대한민국
596,꿀잼,7931723.0,다이나믹 듀오,108358.0,GRAND CARNIVAL,2650829.0,20935,2004,그룹,남성,대한민국
597,Heartbreaker (Feat. JW Of Nell),1755561.0,다이나믹 듀오,108358.0,Heartbreaker,359963.0,4165,2004,그룹,남성,대한민국
598,불타는 금요일 (Friday Night),3624810.0,다이나믹 듀오,108358.0,Dynamicduo 6th Digilog 1/2,2040247.0,15939,2004,그룹,남성,대한민국
599,기다렸다 가,30215199.0,다이나믹 듀오,108358.0,Mixxxture Project Vol.1,10033099.0,108318,2004,그룹,남성,대한민국
600,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",31815967.0,Naomi Scott,541364.0,Aladdin (Original Motion Picture Soundtrack),10288448.0,234077,2000,솔로,여성,영국
601,힘든 건 사랑이 아니다,32998018.0,임창정,1142.0,힘든 건 사랑이 아니다,10505118.0,113512,1995,솔로,남성,대한민국
602,또 다시 사랑,7861392.0,임창정,1142.0,또 다시 사랑,2638798.0,215198,1995,솔로,남성,대한민국
603,하루도 그대를 사랑하지 않은 적이 없었다,31316695.0,임창정,1142.0,하루도 그대를 사랑하지 않은 적이 없었다,10205805.0,173922,1995,솔로,남성,대한민국
604,내가 저지른 사랑,9631530.0,임창정,1142.0,I'M,2708957.0,248052,1995,솔로,남성,대한민국
605,소확행,32998020.0,임창정,1142.0,힘든 건 사랑이 아니다,10505118.0,54804,1995,솔로,남성,대한민국
606,나는 트로트가 싫어요,34190739.0,임창정,1142.0,별거 없던 그 하루로,10758782.0,31869,1995,솔로,남성,대한민국
