,song_name,song_id,artist_name,artist_id,alb_name,alb_id,song_likes
25,Answer : Love Myself,31266291.0,방탄소년단,672375.0,LOVE YOURSELF 結 'Answer',10197480.0,227870
26,Louder than bombs,32399829.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,129806
27,Make It Right,31737199.0,방탄소년단,672375.0,MAP OF THE SOUL : PERSONA,10273641.0,196000
28,욱 (UGH!),32399831.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,130778
29,Dionysus,31737202.0,방탄소년단,672375.0,MAP OF THE SOUL : PERSONA,10273641.0,165341
30,Interlude : Shadow,32399826.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,126507
31,Outro : Ego,32399838.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,121984
32,Blue & Grey,33077236.0,방탄소년단,672375.0,BE,10521521.0,121815
33,Epiphany,31266288.0,방탄소년단,672375.0,LOVE YOURSELF 結 'Answer',10197480.0,178990
34,Butterfly,7953786.0,방탄소년단,672375.0,화양연화 pt.2,2653551.0,170763
35,내 방을 여행하는 법,33077235.0,방탄소년단,672375.0,BE,10521521.0,114844
36,고민보다 Go,30637988.0,방탄소년단,672375.0,LOVE YOURSELF 承 'Her',10097112.0,230466
37,Anpanman,31085244.0,방탄소년단,672375.0,LOVE YOURSELF 轉 'Tear',10168559.0,191414
38,HOME,31737200.0,방탄소년단,672375.0,MAP OF THE SOUL : PERSONA,10273641.0,158573
39,Respect,32399836.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,118653
40,That That (prod. & feat. SUGA of BTS),34997078.0,싸이 (PSY),3865.0,싸다9,10937474.0,115915
41,I LUV IT,30403589.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,80955
42,New Face,30403590.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,98502
43,DADDY (Feat. CL of 2NE1),7956304.0,싸이 (PSY),3865.0,칠집싸이다,2653861.0,65743
44,나팔바지,7956303.0,싸이 (PSY),3865.0,칠집싸이다,2653861.0,68548
45,환희,891991.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,9548
46,마지막 장면 (Feat. 이성경),30403591.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,38416
47,Dream (Feat. XIA of JYJ),7956305.0,싸이 (PSY),3865.0,칠집싸이다,2653861.0,43630
48,팩트폭행 (Feat. G-DRAGON),30403595.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,20813
49,Celeb,34997079.0,싸이 (PSY),3865.0,싸다9,10937474.0,19142
50,I Remember You (Feat. Zion.T),7956302.0,싸이 (PSY),3865.0,칠집싸이다,2653861.0,35848
51,"BOMB (Feat. B.I, BOBBY)",30403593.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,16226
52,LOVE (Feat. 태양),30403592.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,15950
53,인생극장 - A형,891990.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,646
54,감동이야 (feat. 성시경),34997080.0,싸이 (PSY),3865.0,싸다9,10937474.0,15759
55,흐린 기억 속의 그대,891999.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,1302
56,언젠가는,891995.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,1761
57,사랑했어요,891992.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,454
58,비오니까,1616546.0,싸이 (PSY),3865.0,2006 올나잇스탠드 LIVE & DVD,349283.0,672
59,아버지,891993.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,38211
60,골목길 (Feat. 조PD),891996.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,372
61,지나오다,30699142.0,닐로(Nilo),896096.0,About You,10106853.0,247526
62,미운 날,31629490.0,닐로(Nilo),896096.0,29,10254316.0,42703
63,넋두리,9642570.0,닐로(Nilo),896096.0,넋두리,2710553.0,120606
64,How You Like That,32720013.0,BLACKPINK,995169.0,How You Like That,10451566.0,194060
65,Lovesick Girls,32961718.0,BLACKPINK,995169.0,THE ALBUM,10498032.0,218287
66,Ice Cream (with Selena Gomez),32889003.0,BLACKPINK,995169.0,Ice Cream (with Selena Gomez),10482568.0,90582
67,불장난,30069773.0,BLACKPINK,995169.0,SQUARE TWO,10011491.0,196573
68,뚜두뚜두 (DDU-DU DDU-DU),31131273.0,BLACKPINK,995169.0,SQUARE UP,10176415.0,249084
69,Kill This Love,31717822.0,BLACKPINK,995169.0,KILL THIS LOVE,10270288.0,146398
70,마지막처럼,30481578.0,BLACKPINK,995169.0,마지막처럼,10072696.0,233988
71,바람만바람만,1497527.0,김종국,1692.0,S.101,332407.0,29805
72,제자리 걸음,866705.0,김종국,1692.0,This Is Me,304499.0,24721
73,편지,1144020.0,김종국,1692.0,네 번째 편지,316531.0,9233
74,어제보다 오늘 더,1941619.0,김종국,1692.0,Here I Am,399175.0,21331
75,그녀의 남자에게,866706.0,김종국,1692.0,This Is Me,304499.0,6481
76,사랑한다는 말,1144018.0,김종국,1692.0,네 번째 편지,316531.0,5825
77,중독,529686.0,김종국,1692.0,Evolution,34958.0,11994
78,사랑이 아파도,1144024.0,김종국,1692.0,네 번째 편지,316531.0,227
79,꿈을 향해,1144031.0,김종국,1692.0,네 번째 편지,316531.0,685
80,토박이,1144027.0,김종국,1692.0,네 번째 편지,316531.0,345
81,한 남자,529685.0,김종국,1692.0,Evolution,34958.0,31254
82,사랑스러워,866710.0,김종국,1692.0,This Is Me,304499.0,22192
83,너만 모르는 이야기,1144019.0,김종국,1692.0,네 번째 편지,316531.0,478
84,"별, 바람, 햇살 그리고 사랑",866714.0,김종국,1692.0,This Is Me,304499.0,27847
85,한 사람,1144021.0,김종국,1692.0,네 번째 편지,316531.0,597
86,Counting Stars (Feat. Beenzino),34398735.0,BE'O (비오),2758756.0,Counting Stars,10810162.0,163396
87,리무진 (Feat. MINO) (Prod. GRAY),34298499.0,BE'O (비오),2758756.0,쇼미더머니 10 Episode 3,10784974.0,182398
88,LOVE me,34875621.0,BE'O (비오),2758756.0,LOVE me,10916904.0,105900
89,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),34366006.0,BE'O (비오),2758756.0,쇼미더머니 10 Final,10802694.0,72030
90,문득,33448767.0,BE'O (비오),2758756.0,Bipolar,10601149.0,115061
91,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),34331510.0,BE'O (비오),2758756.0,쇼미더머니 10 Semi Final,10793912.0,49820
92,와리가리,5713422.0,혁오 (HYUKOH),785589.0,22,2320721.0,144642
93,위잉위잉,5385974.0,혁오 (HYUKOH),785589.0,20,2282505.0,220682
94,TOMBOY,30383949.0,혁오 (HYUKOH),785589.0,23,10057570.0,202256
95,Hooka,5713425.0,혁오 (HYUKOH),785589.0,22,2320721.0,49041
96,Ohio,5385973.0,혁오 (HYUKOH),785589.0,20,2282505.0,55751
97,공드리,5713426.0,혁오 (HYUKOH),785589.0,22,2320721.0,63292
98,큰새,5713423.0,혁오 (HYUKOH),785589.0,22,2320721.0,33631
99,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),33077590.0,미란이 (Mirani),2866523.0,쇼미더머니 9 Episode 1,10521601.0,201662
100,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",33115804.0,미란이 (Mirani),2866523.0,쇼미더머니 9 Episode 3,10529161.0,66188
101,180도,31477685.0,벤,655051.0,180˚,10230497.0,166114
102,헤어져줘서 고마워,31901475.0,벤,655051.0,헤어져줘서 고마워,10302879.0,132323
103,혼술하고 싶은 밤,33104090.0,벤,655051.0,혼술하고 싶은 밤,10527241.0,51050
104,열애중,31062863.0,벤,655051.0,RECIPE,10164839.0,187364
105,두근두근,5709755.0,벤,655051.0,프로듀사 OST,2320218.0,28195
106,Gee,2012282.0,소녀시대 (GIRLS' GENERATION),228069.0,The First Mini Album 'Gee',458355.0,45113
107,PARTY,5768980.0,소녀시대 (GIRLS' GENERATION),228069.0,PARTY,2328091.0,98279
108,소녀시대 (Girls' Generation),1756965.0,소녀시대 (GIRLS' GENERATION),228069.0,소녀시대,360075.0,22123
109,다시 만난 세계 (Into The New World),1683050.0,소녀시대 (GIRLS' GENERATION),228069.0,다시 만난 세계,355128.0,93654
110,힘 내! (Way To Go),2015662.0,소녀시대 (GIRLS' GENERATION),228069.0,The First Mini Album 'Gee',458355.0,46519
111,The Boys,3565193.0,소녀시대 (GIRLS' GENERATION),228069.0,'The Boys' The 3rd Album,2017426.0,29287
112,MR.TAXI (Korean Ver.),3579341.0,소녀시대 (GIRLS' GENERATION),228069.0,'The Boys' The 3rd Album,2017426.0,14307
113,힘들어하는 연인들을 위해 (Let's Talk About Love),2015665.0,소녀시대 (GIRLS' GENERATION),228069.0,The First Mini Album 'Gee',458355.0,4720
114,Lion Heart,5820368.0,소녀시대 (GIRLS' GENERATION),228069.0,Lion Heart - The 5th Album,2335204.0,95881
115,벚꽃 엔딩,3753304.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,379227
116,첫사랑,3753302.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,114141
117,여수 밤바다,3753303.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,166576
118,이상형,3743293.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,33958
119,외로움증폭장치 (브래드 드럼 한판 쉬기),3753305.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,57074
120,꽃송이가,3753309.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,104039
121,전활 거네,3753308.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,33065
122,골목길 어귀에서,3753307.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,32620
123,향수,3753310.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,42180
124,골목길,3753306.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,9078
125,봄바람,3753301.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,33868
126,서울사람들,3614345.0,버스커 버스커,569233.0,서울사람들,2036032.0,19825
127,동경소녀,3565240.0,버스커 버스커,569233.0,슈퍼스타K 3 Top11 Part 1,2017466.0,44489
128,정류장,3576486.0,버스커 버스커,569233.0,슈퍼스타K 3 Top11 Part 3,2021189.0,73880
129,막걸리나,3593454.0,버스커 버스커,569233.0,슈퍼스타K 3 Top11 Part 5,2026966.0,21060
130,내사람 : Partner For Life,1139741.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,25467
131,아리랑,1615770.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,31789
132,Must Have Love,1489805.0,SG 워너비,108363.0,SG워너비 & 브라운아이드걸스 싱글,331377.0,68484
133,사랑했어요 (Feat. 데니안),1139742.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,7048
134,폭풍,1141600.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,3342
135,한여름날의 꿈 (Duet With 옥주현),1615772.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,31073
136,가시리,1558953.0,SG 워너비,108363.0,All Star,343446.0,21799
137,사랑가,1500204.0,SG 워너비,108363.0,The Precious History,332658.0,3196
138,광(狂),711628.0,SG 워너비,108363.0,살다가,50578.0,16723
139,죄와벌,711627.0,SG 워너비,108363.0,살다가,50578.0,51256
140,은(恩),1615771.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,4835
141,느림보,1145943.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,10779
142,살다가,711626.0,SG 워너비,108363.0,살다가,50578.0,74796
143,비익조,1146394.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,4674
144,Stay,1615780.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,16205
145,Run,1146395.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,1911
146,지상에서 영원으로,1615774.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,2984
147,선인장,1146399.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,921
148,The Story,536962.0,SG 워너비,108363.0,매직 OST,35448.0,8423
149,그저 바라볼 수만 있어도,1500205.0,SG 워너비,108363.0,The Precious History,332658.0,770
150,내가 너를,1146396.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,920
151,욕심,1146397.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,1099
152,이별하길 정말 잘했어요,1615781.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,2150
153,Love Song,1146393.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,733
154,잊어요,1615773.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,1295
155,가시나무새,1615775.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,2056
156,I'm sorry,1146400.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,921
157,한여름날의 꿈 Part.2,1615779.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,1390
158,Wedding,1146398.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,1227
159,웃다가 울다가,1146401.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,850
160,꽃잎,1615778.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,1758
161,사랑아 잘가,1615783.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,1095
162,SIGNAL,30413326.0,TWICE (트와이스),905701.0,SIGNAL,10062172.0,128279
163,What is Love?,31006730.0,TWICE (트와이스),905701.0,What is Love?,10156195.0,155917
164,YES or YES,31403163.0,TWICE (트와이스),905701.0,YES or YES,10219298.0,157300
165,MORE & MORE,32636656.0,TWICE (트와이스),905701.0,MORE & MORE,10437786.0,81163
166,OOH-AHH하게,7891119.0,TWICE (트와이스),905701.0,THE STORY BEGINS,2645617.0,153288
167,KNOCK KNOCK,30261007.0,TWICE (트와이스),905701.0,TWICEcoaster : LANE 2,10040060.0,168052
168,FANCY,31754579.0,TWICE (트와이스),905701.0,FANCY YOU,10276861.0,134487
169,TT,30054344.0,TWICE (트와이스),905701.0,TWICEcoaster : LANE 1,10008861.0,196444
170,Heart Shaker,30781481.0,TWICE (트와이스),905701.0,Merry & Happy,10118955.0,153883
171,I CAN’T STOP ME,33016659.0,TWICE (트와이스),905701.0,Eyes wide open,10508930.0,69539
172,Dance The Night Away,31175119.0,TWICE (트와이스),905701.0,Summer Nights,10183127.0,183714
173,LIKEY,30700708.0,TWICE (트와이스),905701.0,twicetagram,10107114.0,148439
174,CHEER UP,8158031.0,TWICE (트와이스),905701.0,PAGE TWO,2681333.0,223630
175,SCIENTIST,34254823.0,TWICE (트와이스),905701.0,Formula of Love: O+T=<3,10774753.0,40540
176,Tell me (Sampling From 'Two Of Hearts'),1724693.0,원더걸스,217764.0,The Wonder Years,357386.0,26144
177,Nobody,1929329.0,원더걸스,217764.0,The Wonder Years - Trilogy,398026.0,25615
178,Be My Baby,3600223.0,원더걸스,217764.0,Wonder World,2030418.0,40168
179,Irony (아이러니),1566277.0,원더걸스,217764.0,The wonder begins,344229.0,16975
180,The DJ Is Mine,3674655.0,원더걸스,217764.0,The DJ Is Mine,2063807.0,5387
181,"Anybody (Feat. Dynamic Duo, SAN E, J.Y. Park)",1961948.0,원더걸스,217764.0,Anybody,415251.0,8855
182,미안한 마음 ~tears~,1629473.0,원더걸스,217764.0,미안한 마음 ~tears~,350552.0,1775
183,시간을 거슬러,3678813.0,린,8530.0,해를 품은 달 OST Part.2,2065906.0,20868
184,매력쟁이 (Feat. MC 몽),1983482.0,린,8530.0,매력쟁이 (Digital Single),431753.0,13027
185,보통여자,860577.0,린,8530.0,One And Only Feeling,304135.0,6154
186,날 위한 이별,1125392.0,린,8530.0,Misty Memories,315091.0,18693
187,곰인형 (Feat. 해금),3736176.0,린,8530.0,LoveFiction,2093727.0,68300
188,이별살이,1583267.0,린,8530.0,The Pride Of The Morning,346237.0,12961
189,...사랑했잖아... Part II,1673133.0,린,8530.0,The Pride Of The Morning (Special Edition),354289.0,801
190,Love Me For Me,3483744.0,린,8530.0,Metro Sexy 7.,1336663.0,1493
191,사랑..다 거짓말,2020854.0,린,8530.0,"Let Go, Let In, It's A New Day",466352.0,25049
192,Naughty Girl,860582.0,린,8530.0,One And Only Feeling,304135.0,802
193,그런 사람 (Woman Ver.),7993858.0,린,8530.0,오 마이 비너스 OST Part.7,2658987.0,3752
194,...사랑했잖아...,519620.0,린,8530.0,Can U See The Bright,34289.0,95913
195,Celebrity,33239419.0,아이유,261143.0,IU 5th Album 'LILAC',10554246.0,322868
196,에잇(Prod.&Feat. SUGA of BTS),32578498.0,아이유,261143.0,에잇,10426648.0,380811
197,팔레트 (Feat. G-DRAGON),30378156.0,아이유,261143.0,Palette,10056666.0,283189
198,너랑 나,3625504.0,아이유,261143.0,Last Fantasy,2040666.0,162013
199,Into the I-LAND,32698765.0,아이유,261143.0,I-LAND Part.1 Signal Song,10447670.0,133982
200,strawberry moon,34101563.0,아이유,261143.0,strawberry moon,10743453.0,201965
201,내 손을 잡아,3414749.0,아이유,261143.0,최고의 사랑 OST Part.4,1286252.0,197384
202,사랑이 잘 (With 오혁),30349593.0,아이유,261143.0,사랑이 잘,10052968.0,228177
203,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),3053259.0,아이유,261143.0,Real,1093562.0,167410
204,Blueming,32183386.0,아이유,261143.0,Love poem,10346650.0,341999
205,밤편지,30314784.0,아이유,261143.0,밤편지,10047890.0,446178
206,삐삐,31346009.0,아이유,261143.0,삐삐,10210535.0,289112
207,마음,5700639.0,아이유,261143.0,마음,2319008.0,208203
208,스물셋,7896508.0,아이유,261143.0,CHAT-SHIRE,2646282.0,194641
209,이런 엔딩,30378157.0,아이유,261143.0,Palette,10056666.0,195622
210,이 지금,30378155.0,아이유,261143.0,Palette,10056666.0,184685
211,얼음꽃 (Feat. 김세황),3450190.0,아이유,261143.0,얼음꽃,1313571.0,64957
212,드라마,34481680.0,아이유,261143.0,조각집,10827816.0,151801
213,마음을 드려요,32378104.0,아이유,261143.0,사랑의 불시착 OST Part 11,10388744.0,233484
214,잼잼,30378159.0,아이유,261143.0,Palette,10056666.0,104902
215,라일락,33372781.0,아이유,261143.0,IU 5th Album 'LILAC',10554246.0,244384
216,너의 의미 (Feat. 김창완),4646573.0,아이유,261143.0,꽃갈피,2256290.0,235679
217,Love poem,32143487.0,아이유,261143.0,Love poem,10346650.0,329026
218,푸르던,7896509.0,아이유,261143.0,CHAT-SHIRE,2646282.0,154030
219,삼촌 (Feat. 이적),3628515.0,아이유,261143.0,Last Fantasy,2040666.0,31387
220,금요일에 만나요 (Feat. 장이정 Of HISTORY),4369827.0,아이유,261143.0,Modern Times - Epilogue,2222587.0,271502
221,비밀,3628477.0,아이유,261143.0,Last Fantasy,2040666.0,58660
222,Zeze,7896507.0,아이유,261143.0,CHAT-SHIRE,2646282.0,83402
223,이름에게,30378164.0,아이유,261143.0,Palette,10056666.0,214043
224,Black Out,30378160.0,아이유,261143.0,Palette,10056666.0,65289
225,술이 달다 (Feat. Crush),31658897.0,에픽하이 (EPIK HIGH),108356.0,sleepless in __________,10259609.0,110034
226,새벽에,31658898.0,에픽하이 (EPIK HIGH),108356.0,sleepless in __________,10259609.0,35693
227,Love Love Love (Feat. Yoong Jin Of Casker),1556553.0,에픽하이 (EPIK HIGH),108356.0,Remapping The Human Soul,342967.0,68171
228,In Seoul (Feat. 선우정아),31658896.0,에픽하이 (EPIK HIGH),108356.0,sleepless in __________,10259609.0,15522
229,Fan,1556547.0,에픽하이 (EPIK HIGH),108356.0,Remapping The Human Soul,342967.0,24598
230,1분 1초 (Feat. 타루),1932604.0,에픽하이 (EPIK HIGH),108356.0,Lovescream (소품집),398350.0,38414
231,사진첩,1110308.0,에픽하이 (EPIK HIGH),108356.0,Black Swan Songs (Repackage),313951.0,2922
232,비가 온대 내일도,31658900.0,에픽하이 (EPIK HIGH),108356.0,sleepless in __________,10259609.0,11870
233,No Different (Feat. Yuna),31658899.0,에픽하이 (EPIK HIGH),108356.0,sleepless in __________,10259609.0,10249
234,Lullaby For A Cat,31658901.0,에픽하이 (EPIK HIGH),108356.0,sleepless in __________,10259609.0,12995
235,Sleepless,31658895.0,에픽하이 (EPIK HIGH),108356.0,sleepless in __________,10259609.0,6578
236,이럴거면,1569650.0,아이비,171127.0,A Sweet Moment,344636.0,51451
237,유혹의 소나타,1569649.0,아이비,171127.0,A Sweet Moment,344636.0,15812
238,Cupido,1569648.0,아이비,171127.0,A Sweet Moment,344636.0,2967
239,오늘밤 일,889545.0,아이비,171127.0,My Sweet And Free Day,305450.0,2058
240,바본가봐,889549.0,아이비,171127.0,My Sweet And Free Day,305450.0,13759
241,바람났어 (Feat. 박봄),3467463.0,GG (박명수 & G-Dragon),550442.0,무한도전 서해안 고속도로 가요제,1324270.0,27117
242,사랑앓이,1649188.0,FTISLAND (FT아일랜드),226490.0,Cheerful Sensibility,352436.0,54738
243,천둥,1649190.0,FTISLAND (FT아일랜드),226490.0,Cheerful Sensibility,352436.0,18573
244,지독하게,3689468.0,FTISLAND (FT아일랜드),226490.0,Grown-Up,2072048.0,41080
245,Hello Hello,3411459.0,FTISLAND (FT아일랜드),226490.0,Return,1283353.0,11327
246,한사람만,1649191.0,FTISLAND (FT아일랜드),226490.0,Cheerful Sensibility,352436.0,10018
247,행복합니다,1649189.0,FTISLAND (FT아일랜드),226490.0,Cheerful Sensibility,352436.0,6161
248,보통날,623250.0,god,100007.0,보통날,43691.0,37139
249,헤어지지 말자,623246.0,god,100007.0,보통날,43691.0,3838
250,약속(Narration 강경헌),623251.0,god,100007.0,보통날,43691.0,5400
251,반대가 끌리는 이유,623241.0,god,100007.0,보통날,43691.0,18243
252,헤어짐보다 아픈 그리움,623248.0,god,100007.0,보통날,43691.0,16222
253,자유,623239.0,god,100007.0,보통날,43691.0,1879
254,Loving You,623243.0,god,100007.0,보통날,43691.0,3838
255,사랑이 전부였던 날,623238.0,god,100007.0,보통날,43691.0,1885
256,한구석에,623249.0,god,100007.0,보통날,43691.0,3829
257,사랑의 동그라미,623240.0,god,100007.0,보통날,43691.0,2000
258,익숙한 낯선 사람,623242.0,god,100007.0,보통날,43691.0,2643
259,Tonight,623244.0,god,100007.0,보통날,43691.0,2041
260,사랑이 힘들때,623247.0,god,100007.0,보통날,43691.0,2692
261,웃픈 하루,7969038.0,god,100007.0,god Single Album,2655525.0,20991
262,소녀,7942948.0,오혁,757777.0,응답하라 1988 OST Part.3,2652150.0,204607
263,밤하늘의 별을(2020),33061995.0,경서,994005.0,밤하늘의 별을(2020),10518234.0,199038
264,나의 X에게,34943312.0,경서,994005.0,나의 X에게,10929486.0,108874
265,Smile Again,864906.0,KCM,45995.0,Growing Up,304352.0,10010
266,은영이에게,537210.0,KCM,45995.0,Beautiful Mind,35465.0,8213
267,너에게 전하는 아홉가지 바램,864916.0,KCM,45995.0,Growing Up,304352.0,15292
268,은영이에게 Part 2,864907.0,KCM,45995.0,Growing Up,304352.0,3265
269,흑백사진,537208.0,KCM,45995.0,Beautiful Mind,35465.0,28321
270,태양의 눈물 (Tear Of The Sun),1099824.0,KCM,45995.0,Love Affair,313356.0,2712
271,안녕,1538203.0,KCM,45995.0,안녕 / 사랑이 올까봐,338648.0,9319
272,사랑이 올까봐 (Feat. 화요비),1538204.0,KCM,45995.0,안녕 / 사랑이 올까봐,338648.0,5005
273,러브119 (Feat. MC몽),1977448.0,케이윌,175139.0,Love119,429351.0,32780
274,왼쪽가슴,1579229.0,케이윌,175139.0,왼쪽 가슴,345780.0,9353
275,내가 싫다,3689060.0,케이윌,175139.0,내가 싫다,2071810.0,14693
276,내 생에 아름다운,31373277.0,케이윌,175139.0,뷰티 인사이드 OST Part.4,10214874.0,165878
277,사랑이 운다,3767703.0,케이윌,175139.0,더킹 투하츠 OST Part.2,2109589.0,8487
278,니가 필요해 (I Need You),3706380.0,케이윌,175139.0,니가 필요해 (I Need You),2079769.0,53589
279,시간을 거슬러 (낮에 뜨는 달 X 케이윌),33878014.0,케이윌,175139.0,시간을 거슬러 (낮에 뜨는 달 X 케이윌),10698116.0,68983
280,하리오 (Sweet Mix),1657562.0,케이윌,175139.0,하리오 (Single),353037.0,1046
281,Good-bye Baby,3488849.0,미쓰에이,481481.0,A Class,1339951.0,22599
282,Touch,3713013.0,미쓰에이,481481.0,Touch,2082826.0,18358
283,다른 남자 말고 너,5644636.0,미쓰에이,481481.0,Colors,2311419.0,91207
284,하나부터 열까지,3488848.0,미쓰에이,481481.0,A Class,1339951.0,3500
285,Help Me,3488850.0,미쓰에이,481481.0,A Class,1339951.0,2918
286,까만안경 (Feat. Day Light),1459449.0,이루,173424.0,이루 LEVEL II,328069.0,59893
287,둘이라서,1739689.0,이루,173424.0,Eru Returns,358651.0,5666
288,흰눈,1459456.0,이루,173424.0,이루 LEVEL II,328069.0,42374
289,배반,1742135.0,빅마마,105803.0,Blossom,358911.0,18479
290,체념 後(후),847132.0,빅마마,105803.0,It's Unique,303106.0,13230
291,여자,847126.0,빅마마,105803.0,It's Unique,303106.0,5599
292,Never Mind,1469335.0,빅마마,105803.0,For The People,328509.0,2828
